ID	Gene Symbol	Gene Name	GB_ACC	SPOT_ID
WAN008EKE_at	NA	WAN008EKE 11232A-F11		WAN008EKE_at
WAN008EKF_at	Lass2	Longevity assurance homolog 2 (S. cerevisiae)		WAN008EKF_at
WAN008EKG_at	NA	WAN008EKG 11232A-F09		WAN008EKG_at
WAN008EKH_at	NA	WAN008EKH 11232A-F08		WAN008EKH_at
WAN008EKI_at	NA	WAN008EKI 11232A-F07		WAN008EKI_at
WAN008EKJ_at	NA	WAN008EKJ 11232A-F06		WAN008EKJ_at
WAN008EKK_at	PSMA8	"Proteasome (prosome, macropain) subunit, alpha type, 8"		WAN008EKK_at
WAN008EKL_at	HBP1	HMG-box transcription factor 1		WAN008EKL_at
WAN008EKM_at	EIF3S3	"Eukaryotic translation initiation factor 3, subunit 3 gamma, 40kDa"		WAN008EKM_at
WAN008EKP_at	ATP5B	"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide"		WAN008EKP_at
WAN008EKQ_at	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1		WAN008EKQ_at
WAN008EKR_at	SEMA3E	"Sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E"		WAN008EKR_at
WAN008EKT_x_at	SYNE2	"Spectrin repeat containing, nuclear envelope 2"		WAN008EKT_x_at
WAN008EKU_at	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1		WAN008EKU_at
WAN008EKV_at	INSIG1	Insulin induced gene 1		WAN008EKV_at
WAN008EKW_at	RERE	Arginine-glutamic acid dipeptide (RE) repeats		WAN008EKW_at
WAN008EKZ_at	NA	WAN008EKZ 11232A-D09		WAN008EKZ_at
WAN008EL0_at	NA	WAN008EL0 11232A-D08		WAN008EL0_at
WAN008EL1_f_at	NA	WAN008EL1 11232A-D07		WAN008EL1_f_at
WAN008EL2_at	ASCC3	Activating signal cointegrator 1 complex subunit 3		WAN008EL2_at
WAN008EL3_at	LSM3	"LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)"		WAN008EL3_at
WAN008EL4_at	NA	WAN008EL4 11232A-D04		WAN008EL4_at
WAN008EL5_at	NA	WAN008EL5 11232A-D03		WAN008EL5_at
WAN008EL6_at	ARF4	ADP-ribosylation factor 4		WAN008EL6_at
WAN008EL7_x_at	DDX3X	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked"		WAN008EL7_x_at
WAN008EL9_at	PSMA7	"Proteasome (prosome, macropain) subunit, alpha type, 7"		WAN008EL9_at
WAN008ELA_at	NA	WAN008ELA 11232A-C07		WAN008ELA_at
WAN008ELB_x_at	NA	WAN008ELB 11232A-C05		WAN008ELB_x_at
WAN008ELE_at	PSAT1	Phosphoserine aminotransferase 1		WAN008ELE_at
WAN008ELH_at	RPN1	Ribophorin I		WAN008ELH_at
WAN008ELK_at	CTNNA1	"Catenin (cadherin-associated protein), alpha 1, 102kDa"		WAN008ELK_at
WAN008ELM_at	NA	WAN008ELM 11232A-B03		WAN008ELM_at
WAN008ELQ_at	NA	WAN008ELQ 11232A-A08		WAN008ELQ_at
WAN008ELS_at	NA	WAN008ELS 11232A-A04		WAN008ELS_at
WAN008ELV_at	NA	WAN008ELV 11232A-A01		WAN008ELV_at
WAN008ELW_f_at	SEC13L1	SEC13-like 1 (S. cerevisiae)		WAN008ELW_f_at
WAN008ELX_at	NA	WAN008ELX 11232B-H09		WAN008ELX_at
WAN008ELY_at	NA	WAN008ELY 11232B-H08		WAN008ELY_at
WAN008ELZ_at	Ddr2	"Discoidin domain receptor family, member 2"		WAN008ELZ_at
WAN008EM4_at	ARHGAP18	Rho GTPase activating protein 18		WAN008EM4_at
WAN008EM7_x_at	RAB10	"RAB10, member RAS oncogene family"		WAN008EM7_x_at
WAN008EMC_at	Arsa	Arylsulfatase A		WAN008EMC_at
WAN008EMD_at	Tegt	Testis enhanced gene transcript		WAN008EMD_at
WAN008EME_at	NA	WAN008EME 11232B-F08		WAN008EME_at
WAN008EMG_at	ADFP	Adipose differentiation-related protein		WAN008EMG_at
WAN008EMH_at	WNK1	WNK lysine deficient protein kinase 1		WAN008EMH_at
WAN008EMI_at	Nrbp	Nuclear receptor binding protein		WAN008EMI_at
WAN008EMJ_at	GPC6	Glypican 6		WAN008EMJ_at
WAN008EMK_at	ZFAND3	"Zinc finger, AN1-type domain 3"		WAN008EMK_at
WAN008EML_at	PBK	PDZ binding kinase		WAN008EML_at
WAN008EMM_at	PHF21A	PHD finger protein 21A		WAN008EMM_at
WAN008EMN_at	NA	WAN008EMN 11232B-E01		WAN008EMN_at
WAN008EMO_at	PRMT2	Protein arginine methyltransferase 2		WAN008EMO_at
WAN008EMP_at	CAP1	"CAP, adenylate cyclase-associated protein 1 (yeast)"		WAN008EMP_at
WAN008EMQ_at	KPNA3	Karyopherin alpha 3 (importin alpha 4)		WAN008EMQ_at
WAN008EMR_x_at	NA	WAN008EMR 11232B-D06		WAN008EMR_x_at
WAN008EMT_x_at	NA	WAN008EMT 11232B-C11		WAN008EMT_x_at
WAN008EMW_at	NA	WAN008EMW 11232B-C01		WAN008EMW_at
WAN008EMY_at	NA	WAN008EMY 11232B-B11		WAN008EMY_at
WAN008EN3_at	Cldnd1	Claudin domain containing 1		WAN008EN3_at
WAN008EN4_at	SUV39H2	Suppressor of variegation 3-9 homolog 2 (Drosophila)		WAN008EN4_at
WAN008EN6_at	TBCD	Tubulin-specific chaperone d		WAN008EN6_at
WAN008ENB-rc_at	NR1D2	"Nuclear receptor subfamily 1, group D, member 2"		WAN008ENB-rc_at
WAN008END_at	SCYL1	SCY1-like 1 (S. cerevisiae)		WAN008END_at
WAN008ENH_at	SCAMP5	Secretory carrier membrane protein 5		WAN008ENH_at
WAN008ENK_at	WDR23	WD repeat domain 23		WAN008ENK_at
WAN008ENL_at	NA	WAN008ENL 11232C-G10		WAN008ENL_at
WAN008ENO_at	NA	WAN008ENO 11232C-G05		WAN008ENO_at
WAN008ENQ_at	NA	WAN008ENQ 11232C-G03		WAN008ENQ_at
WAN008ENS_at	COPB2	"Coatomer protein complex, subunit beta 2 (beta prime)"		WAN008ENS_at
WAN008ENU_at	NA	RC WAN008ENU 11232C-F10		WAN008ENU_at
WAN008ENU-rc_at	NA	WAN008ENU 11232C-F10		WAN008ENU-rc_at
WAN008ENW_at	TKT	Transketolase (Wernicke-Korsakoff syndrome)		WAN008ENW_at
WAN008ENZ_at	ZFYVE21	"Zinc finger, FYVE domain containing 21"		WAN008ENZ_at
WAN008EO1_at	Nola2	"Nucleolar protein family A, member 2"		WAN008EO1_at
WAN008EO2_at	CDC37	CDC37 cell division cycle 37 homolog (S. cerevisiae)		WAN008EO2_at
WAN008EO4_at	NA	WAN008EO4 11232C-E10		WAN008EO4_at
WAN008EO6_x_at	NA	WAN008EO6 11232C-E07		WAN008EO6_x_at
WAN008EO7_at	NA	WAN008EO7 11232C-E05		WAN008EO7_at
WAN008EO8_at	NA	WAN008EO8 11232C-E04		WAN008EO8_at
WAN008EOA_x_at	NA	WAN008EOA 11232C-E02		WAN008EOA_x_at
WAN008EOB_at	NOL1	"Nucleolar protein 1, 120kDa"		WAN008EOB_at
WAN008EOD_at	NDUFS1	"NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)"		WAN008EOD_at
WAN008EOG_at	NA	WAN008EOG 11232C-D07		WAN008EOG_at
WAN008EOI_at	NA	WAN008EOI 11232C-D05		WAN008EOI_at
WAN008EOL_at	SPTY2D1	"SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)"		WAN008EOL_at
WAN008EOM_x_at	NA	WAN008EOM 11232C-D01		WAN008EOM_x_at
WAN008EON_at	LARP1	"La ribonucleoprotein domain family, member 1"		WAN008EON_at
WAN008EOP_at	KLF6	Kruppel-like factor 6		WAN008EOP_at
WAN008EOQ_at	NA	WAN008EOQ 11232C-C09		WAN008EOQ_at
WAN008EOR_x_at	NA	WAN008EOR 11232C-C06		WAN008EOR_x_at
WAN008EOS_at	SLC39A7	"Solute carrier family 39 (zinc transporter), member 7"		WAN008EOS_at
WAN008EOU_at	NA	WAN008EOU 11232C-C02		WAN008EOU_at
WAN008EOX_x_at	NA	WAN008EOX 11232C-B11		WAN008EOX_x_at
WAN008EOY_at	DHRS1	Dehydrogenase/reductase (SDR family) member 1		WAN008EOY_at
WAN008EOZ_at	NA	WAN008EOZ 11232C-B09		WAN008EOZ_at
WAN008EP0_at	NA	WAN008EP0 11232C-B07		WAN008EP0_at
WAN008EP5_at	Mm.392044	"CDNA, clone:Y0G0110M11, strand:minus, reference:ENSEMBL:Mouse-Transcript- ENST:ENSMUST00000068511, based on BLAT search"		WAN008EP5_at
WAN008EP7_x_at	ZMYND11	"Zinc finger, MYND domain containing 11"		WAN008EP7_x_at
WAN008EP8_at	TMEM39A	Transmembrane protein 39A		WAN008EP8_at
WAN008EP9_at	WDFY3	WD repeat and FYVE domain containing 3		WAN008EP9_at
WAN008EPA_at	NA	WAN008EPA 11232C-A06		WAN008EPA_at
WAN008EPC_at	SHMT2	Serine hydroxymethyltransferase 2 (mitochondrial)		WAN008EPC_at
WAN008EPD_at	Opa1	Optic atrophy 1 homolog (human)		WAN008EPD_at
WAN008EPE_at	Zfp335	Zinc finger protein 335		WAN008EPE_at
WAN008EPF_at	TXNDC4	Thioredoxin domain containing 4 (endoplasmic reticulum)		WAN008EPF_at
WAN008EPH_at	GTF2H4	"General transcription factor IIH, polypeptide 4, 52kDa"		WAN008EPH_at
WAN008EPL_at	NA	WAN008EPL 11232D-H06		WAN008EPL_at
WAN008EPM_at	SEPHS1	Selenophosphate synthetase 1		WAN008EPM_at
WAN008EPN_at	GPAA1	Glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast)		WAN008EPN_at
WAN008EPP_at	Rdh11	Retinol dehydrogenase 11		WAN008EPP_at
WAN008EPQ_x_at	NA	WAN008EPQ 11232D-G12		WAN008EPQ_x_at
WAN008EPR_at	Mm.329156	"PREDICTED: Mus musculus similar to actin-like (LOC546693), mRNA"		WAN008EPR_at
WAN008EPT_at	NA	WAN008EPT 11232D-G09		WAN008EPT_at
WAN008EPV_at	NA	WAN008EPV 11232D-G07		WAN008EPV_at
WAN008EPW_at	FRMD4A	FERM domain containing 4A		WAN008EPW_at
WAN008EPX_at	NA	WAN008EPX 11232D-G05		WAN008EPX_at
WAN008EQ0_at	NA	WAN008EQ0 11232D-G01		WAN008EQ0_at
WAN008EQ4_at	ACTR2	ARP2 actin-related protein 2 homolog (yeast)		WAN008EQ4_at
WAN008EQ6_x_at	NA	WAN008EQ6 11232D-F05		WAN008EQ6_x_at
WAN008EQ7_at	EIF4G1	"Eukaryotic translation initiation factor 4 gamma, 1"		WAN008EQ7_at
WAN008EQA-rc_x_at	NA	RC WAN008EQA 11232D-F01		WAN008EQA-rc_x_at
WAN008EQD_at	Mx2	Myxovirus (influenza virus) resistance 2		WAN008EQD_at
WAN008EQE_x_at	RNPEP	Arginyl aminopeptidase (aminopeptidase B)		WAN008EQE_x_at
WAN008EQG_at	SAPS3	"SAPS domain family, member 3"		WAN008EQG_at
WAN008EQH_at	GLUD1	Glutamate dehydrogenase 1		WAN008EQH_at
WAN008EQJ_at	NDUFS1	"NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)"		WAN008EQJ_at
WAN008EQL_at	NA	WAN008EQL 11232D-D12		WAN008EQL_at
WAN008EQM_at	NA	RC WAN008EQM 11232D-D11		WAN008EQM_at
WAN008EQM-rc_at	NA	WAN008EQM 11232D-D11		WAN008EQM-rc_at
WAN008EQO_at	Mm.389449	"PREDICTED: Mus musculus similar to Protein C14orf166 (LOC545536), mRNA"		WAN008EQO_at
WAN008EQP_at	AA536749	Expressed sequence AA536749		WAN008EQP_at
WAN008EQR_x_at	MLL5	"Myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)"		WAN008EQR_x_at
WAN008EQU_at	Eif4a1	Eukaryotic translation initiation factor 4A1		WAN008EQU_at
WAN008EQZ_at	NA	WAN008EQZ 11232D-C08		WAN008EQZ_at
WAN008ER2_at	NA	WAN008ER2 11232D-C04		WAN008ER2_at
WAN008ER4_at	TMC6	Transmembrane channel-like 6		WAN008ER4_at
WAN008ER5_at	ATXN1	Ataxin 1		WAN008ER5_at
WAN008ER7_x_at	CDC42BPA	CDC42 binding protein kinase alpha (DMPK-like)		WAN008ER7_x_at
WAN008ERA_at	NA	WAN008ERA 11232D-B06		WAN008ERA_at
WAN008ERB_at	PCBP1	Poly(rC) binding protein 1		WAN008ERB_at
WAN008ERE_x_at	WDR67	WD repeat domain 67		WAN008ERE_x_at
WAN008ERF_at	DHCR7	7-dehydrocholesterol reductase		WAN008ERF_at
WAN008ERI_at	PRPF40A	PRP40 pre-mRNA processing factor 40 homolog A (yeast)		WAN008ERI_at
WAN008ERJ_s_at	SCYE1	"Small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating)"		WAN008ERJ_s_at
WAN008ERJ_x_at	NA	WAN008ERJ 11232D-A07		WAN008ERJ_x_at
WAN008ERL_at	ETFA	"Electron-transfer-flavoprotein, alpha polypeptide (glutaric aciduria II)"		WAN008ERL_at
WAN008ERN_at	Hdh	Huntington disease gene homolog		WAN008ERN_at
WAN008ERO_at	NA	WAN008ERO 11232D-A01		WAN008ERO_at
WAN008ERP_at	LEPREL1	Leprecan-like 1		WAN008ERP_at
WAN008ERQ_at	ACTR6	ARP6 actin-related protein 6 homolog (yeast)		WAN008ERQ_at
WAN008ERS_at	NA	WAN008ERS 11233A-H08		WAN008ERS_at
WAN008ERV_at	SPR	"Sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)"		WAN008ERV_at
WAN008ERW_at	SEPT6	Septin 6		WAN008ERW_at
WAN008ERZ_at	TARS	Threonyl-tRNA synthetase		WAN008ERZ_at
WAN008ES1_at	NA	WAN008ES1 11233A-G09		WAN008ES1_at
WAN008ES3_at	Canx	Calnexin		WAN008ES3_at
WAN008ES4_at	RPL32	Ribosomal protein L32		WAN008ES4_at
WAN008ES5_at	SH3BGRL	SH3 domain binding glutamic acid-rich protein like		WAN008ES5_at
WAN008ES6_at	XAB1	"XPA binding protein 1, GTPase"		WAN008ES6_at
WAN008ES7_at	Adam10	A disintegrin and metallopeptidase domain 10		WAN008ES7_at
WAN008ES9_at	NA	WAN008ES9 11233A-F12		WAN008ES9_at
WAN008ESA_at	NA	WAN008ESA 11233A-F11		WAN008ESA_at
WAN008ESB_at	NA	WAN008ESB 11233A-F09		WAN008ESB_at
WAN008ESE_at	ACVR2B	"Activin A receptor, type IIB"		WAN008ESE_at
WAN008ESH_at	Csnk1d	"Casein kinase 1, delta"		WAN008ESH_at
WAN008ESK_at	NA	WAN008ESK 11233A-E09		WAN008ESK_at
WAN008ESL_at	Ncoa1	Nuclear receptor coactivator 1		WAN008ESL_at
WAN008ESM_at	Pgm1	Phosphoglucomutase 1		WAN008ESM_at
WAN008ESN_at	PARP16	"Poly (ADP-ribose) polymerase family, member 16"		WAN008ESN_at
WAN008ESO_at	MPP6	"Membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)"		WAN008ESO_at
WAN008ESQ_x_at	RNF139	Ring finger protein 139		WAN008ESQ_x_at
WAN008ESR_at	NA	WAN008ESR 11233A-D11		WAN008ESR_at
WAN008ESS_at	NA	WAN008ESS 11233A-D10		WAN008ESS_at
WAN008ESV_at	UBR2	Ubiquitin protein ligase E3 component n-recognin 2		WAN008ESV_at
WAN008ESW_at	NA	WAN008ESW 11233A-D05		WAN008ESW_at
WAN008ESZ_at	Tmem123	Transmembrane protein 123		WAN008ESZ_at
WAN008ET0_at	RNASEH2A	"Ribonuclease H2, large subunit"		WAN008ET0_at
WAN008ET1_x_at	CCDC44	Coiled-coil domain containing 44		WAN008ET1_x_at
WAN008ET2_at	GSS	Glutathione synthetase		WAN008ET2_at
WAN008ET3_at	NA	WAN008ET3 11233A-C09		WAN008ET3_at
WAN008ET4_at	ATP6V1E1	"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1"		WAN008ET4_at
WAN008ET5_at	DLST	Dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)		WAN008ET5_at
WAN008ET7_x_at	NA	WAN008ET7 11233A-C05		WAN008ET7_x_at
WAN008ET8_at	MAPK1	Mitogen-activated protein kinase 1		WAN008ET8_at
WAN008ET9_at	NA	WAN008ET9 11233A-C01		WAN008ET9_at
WAN008ETA_at	Usp40	Ubiquitin specific peptidase 40		WAN008ETA_at
WAN008ETC_x_at	COL4A5	"Collagen, type IV, alpha 5 (Alport syndrome)"		WAN008ETC_x_at
WAN008ETD_at	NA	WAN008ETD 11233A-B08		WAN008ETD_at
WAN008ETE_x_at	SMC2L1	SMC2 structural maintenance of chromosomes 2-like 1 (yeast)		WAN008ETE_x_at
WAN008ETF_at	D930015E06Rik	RIKEN cDNA D930015E06 gene		WAN008ETF_at
WAN008ETG_at	NA	WAN008ETG 11233A-B05		WAN008ETG_at
WAN008ETH_at	NA	WAN008ETH 11233A-B04		WAN008ETH_at
WAN008ETK_at	NA	WAN008ETK 11233A-A12		WAN008ETK_at
WAN008ETL_x_at	PHF21A	PHD finger protein 21A		WAN008ETL_x_at
WAN008ETM_at	NA	WAN008ETM 11233A-A10		WAN008ETM_at
WAN008ETP_at	AADACL1	Arylacetamide deacetylase-like 1		WAN008ETP_at
WAN008ETQ_x_at	DNAJB11	"DnaJ (Hsp40) homolog, subfamily B, member 11"		WAN008ETQ_x_at
WAN008ETR_at	NA	WAN008ETR 11233A-A04		WAN008ETR_at
WAN008ETT_at	MECR	Mitochondrial trans-2-enoyl-CoA reductase		WAN008ETT_at
WAN008ETV_at	NA	WAN008ETV 11233C-H11		WAN008ETV_at
WAN008EU3_at	NA	WAN008EU3 11233C-G10		WAN008EU3_at
WAN008EU5_at	NA	WAN008EU5 11233C-G07		WAN008EU5_at
WAN008EU7_at	RGD1559930_predicted	Similar to mKIAA0256 protein (predicted)		WAN008EU7_at
WAN008EU9_at	TRIP13	Thyroid hormone receptor interactor 13		WAN008EU9_at
WAN008EUA_at	DOCK7	Dedicator of cytokinesis 7		WAN008EUA_at
WAN008EUB_at	AHCY	S-adenosylhomocysteine hydrolase		WAN008EUB_at
WAN008EUD_at	NA	WAN008EUD 11233C-F10		WAN008EUD_at
WAN008EUE_at	NA	WAN008EUE 11233C-F09		WAN008EUE_at
WAN008EUF_at	TPR	Translocated promoter region (to activated MET oncogene)		WAN008EUF_at
WAN008EUG_at	EXOC6	Exocyst complex component 6		WAN008EUG_at
WAN008EUH_x_at	PSMA1	"Proteasome (prosome, macropain) subunit, alpha type, 1"		WAN008EUH_x_at
WAN008EUI_at	NA	WAN008EUI 11233C-F04		WAN008EUI_at
WAN008EUJ_x_at	Kif2a	Kinesin family member 2A		WAN008EUJ_x_at
WAN008EUK_x_at	NA	WAN008EUK 11233C-F02		WAN008EUK_x_at
WAN008EUL_at	Azi2	5-azacytidine induced gene 2		WAN008EUL_at
WAN008EUM_at	NA	WAN008EUM 11233C-E12		WAN008EUM_at
WAN008EUO_at	LPL	Lipoprotein lipase		WAN008EUO_at
WAN008EUP_at	NA	WAN008EUP 11233C-E08		WAN008EUP_at
WAN008EUQ_at	Hoxa3	Homeo box A3		WAN008EUQ_at
WAN008EUR_x_at	NA	WAN008EUR 11233C-E06		WAN008EUR_x_at
WAN008EUS_x_at	NA	WAN008EUS 11233C-E05		WAN008EUS_x_at
WAN008EUT_at	NA	WAN008EUT 11233C-E02		WAN008EUT_at
WAN008EUV_x_at	Tpt1	"Tumor protein, translationally-controlled 1"		WAN008EUV_x_at
WAN008EUY_x_at	Ctbp2	C-terminal binding protein 2		WAN008EUY_x_at
WAN008EUZ_x_at	COX7A2L	Cytochrome c oxidase subunit VIIa polypeptide 2 like		WAN008EUZ_x_at
WAN008EV0_x_at	EIF5B	Eukaryotic translation initiation factor 5B		WAN008EV0_x_at
WAN008EV1_x_at	NA	WAN008EV1 11233C-D03		WAN008EV1_x_at
WAN008EV3_at	NA	WAN008EV3 11233C-D01		WAN008EV3_at
WAN008EV7_at	SLC35C1	"Solute carrier family 35, member C1"		WAN008EV7_at
WAN008EV8_at	MTHFD2	"Methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"		WAN008EV8_at
WAN008EV9_x_at	ATP5B	"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide"		WAN008EV9_x_at
WAN008EVC_at	SMYD5	SMYD family member 5		WAN008EVC_at
WAN008EVD_at	UBE3B	Ubiquitin protein ligase E3B		WAN008EVD_at
WAN008EVF_at	NA	WAN008EVF 11233C-B08		WAN008EVF_at
WAN008EVH_x_at	NA	WAN008EVH 11233C-B01		WAN008EVH_x_at
WAN008EVI-rc_at	Pparbp	Peroxisome proliferator activated receptor binding protein		WAN008EVI-rc_at
WAN008EVJ_at	MED8	"Mediator of RNA polymerase II transcription, subunit 8 homolog (S. cerevisiae)"		WAN008EVJ_at
WAN008EVL_at	Mm.398185	Transcribed locus		WAN008EVL_at
WAN008EVO_x_at	NA	WAN008EVO 11233D-H10		WAN008EVO_x_at
WAN008EVQ_at	Tbl1x	Transducin (beta)-like 1 X-linked		WAN008EVQ_at
WAN008EVU_f_at	HNRPK	Heterogeneous nuclear ribonucleoprotein K		WAN008EVU_f_at
WAN008EVU_x_at	HNRPK	Heterogeneous nuclear ribonucleoprotein K		WAN008EVU_x_at
WAN008EVY_at	TSPYL1	TSPY-like 1		WAN008EVY_at
WAN008EW0_x_at	NA	WAN008EW0 11233D-G01		WAN008EW0_x_at
WAN008EW2_at	CAMK1	Calcium/calmodulin-dependent protein kinase I		WAN008EW2_at
WAN008EW6_at	NA	WAN008EW6 11233D-F06		WAN008EW6_at
WAN008EWA_at	PPIB	Peptidylprolyl isomerase B (cyclophilin B)		WAN008EWA_at
WAN008EWC_x_at	NA	WAN008EWC 11233D-E11		WAN008EWC_x_at
WAN008EWG_at	BCAS3	Breast carcinoma amplified sequence 3		WAN008EWG_at
WAN008EWM_at	NECAP2	NECAP endocytosis associated 2		WAN008EWM_at
WAN008EWS_at	PLAA	Phospholipase A2-activating protein		WAN008EWS_at
WAN008EWU_at	NA	WAN008EWU 11233D-B11		WAN008EWU_at
WAN008EWW_at	NA	WAN008EWW 11233D-B04		WAN008EWW_at
WAN008EWY_at	NFYB	"Nuclear transcription factor Y, beta"		WAN008EWY_at
WAN008EX0_at	AW146242	Expressed sequence AW146242		WAN008EX0_at
WAN008EX2_x_at	Ifrd1	Interferon-related developmental regulator 1		WAN008EX2_x_at
WAN008EX6_at	NA	WAN008EX6 11233D-A01		WAN008EX6_at
WAN008EX7_at	PSMD4	"Proteasome (prosome, macropain) 26S subunit, non-ATPase, 4"		WAN008EX7_at
WAN008EX9_at	NA	WAN008EX9 11233B-H07		WAN008EX9_at
WAN008EXB_at	NA	WAN008EXB 11233B-H05		WAN008EXB_at
WAN008EXC_at	RPN1	Ribophorin I		WAN008EXC_at
WAN008EXF_at	KIF11	Kinesin family member 11		WAN008EXF_at
WAN008EXG_at	NUP98	Nucleoporin 98kDa		WAN008EXG_at
WAN008EXI_at	NA	WAN008EXI 11233B-G06		WAN008EXI_at
WAN008EXJ_x_at	Zfpn1a5	"Zinc finger protein, subfamily 1A, 5"		WAN008EXJ_x_at
WAN008EXK_x_at	Uqcrc1	Ubiquinol-cytochrome c reductase core protein 1		WAN008EXK_x_at
WAN008EXL_at	AHCTF1	AT hook containing transcription factor 1		WAN008EXL_at
WAN008EXM_x_at	NA	WAN008EXM 11233B-F11		WAN008EXM_x_at
WAN008EXP_at	NA	WAN008EXP 11233B-F06		WAN008EXP_at
WAN008EXR_at	GPI	Glucose phosphate isomerase		WAN008EXR_at
WAN008EXS_at	NA	WAN008EXS 11233B-F03		WAN008EXS_at
WAN008EXT_x_at	NA	WAN008EXT 11233B-F02		WAN008EXT_x_at
WAN008EXU_x_at	NA	WAN008EXU 11233B-F01		WAN008EXU_x_at
WAN008EXW_at	PPFIA1	"Protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1"		WAN008EXW_at
WAN008EXX_at	CCT4	"Chaperonin containing TCP1, subunit 4 (delta)"		WAN008EXX_at
WAN008EXZ_at	NA	WAN008EXZ 11233B-E01		WAN008EXZ_at
WAN008EY0_at	PUS7	Pseudouridylate synthase 7 homolog (S. cerevisiae)		WAN008EY0_at
WAN008EY3_at	5430407P10Rik	RIKEN cDNA 5430407P10 gene		WAN008EY3_at
WAN008EY4_at	NA	WAN008EY4 11233B-D06		WAN008EY4_at
WAN008EY9_at	NA	WAN008EY9 11233B-C11		WAN008EY9_at
WAN008EYA_at	GTF3C3	"General transcription factor IIIC, polypeptide 3, 102kDa"		WAN008EYA_at
WAN008EYB_at	Thumpd1	THUMP domain containing 1		WAN008EYB_at
WAN008EYG_f_at	NA	WAN008EYG 11233B-C03		WAN008EYG_f_at
WAN008EYH_at	CDC14A	CDC14 cell division cycle 14 homolog A (S. cerevisiae)		WAN008EYH_at
WAN008EYI_at	ARL6IP4	ADP-ribosylation-like factor 6 interacting protein 4		WAN008EYI_at
WAN008EYJ_at	PHLDB1	"Pleckstrin homology-like domain, family B, member 1"		WAN008EYJ_at
WAN008EYO_at	NA	WAN008EYO 11233B-B05		WAN008EYO_at
WAN008EYR_at	HADHA	"Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit"		WAN008EYR_at
WAN008EYS_x_at	ITCH	Itchy homolog E3 ubiquitin protein ligase (mouse)		WAN008EYS_x_at
WAN008EYT_at	COPS6	COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)		WAN008EYT_at
WAN008EYV_at	NA	WAN008EYV 11233B-A08		WAN008EYV_at
WAN008EYY_at	YLPM1	YLP motif containing 1		WAN008EYY_at
WAN008EZ0_at	BTBD14B	BTB (POZ) domain containing 14B		WAN008EZ0_at
WAN008EZ1_at	NA	WAN008EZ1 10599A-A01		WAN008EZ1_at
WAN008EZ3_at	PRDX4	Peroxiredoxin 4		WAN008EZ3_at
WAN008EZ4_at	ANAPC4	Anaphase promoting complex subunit 4		WAN008EZ4_at
WAN008EZ6_at	NA	RC WAN008EZ6 10599A-A06		WAN008EZ6_at
WAN008EZ6-rc_at	NA	WAN008EZ6 10599A-A06		WAN008EZ6-rc_at
WAN008EZ7_at	NA	WAN008EZ7 10599A-A07		WAN008EZ7_at
WAN008EZA_at	NA	WAN008EZA 10599A-A10		WAN008EZA_at
WAN008EZB_at	NA	WAN008EZB 10599A-A11		WAN008EZB_at
WAN008EZD_at	NA	WAN008EZD 10599A-B01		WAN008EZD_at
WAN008EZF_at	MRPL14	Mitochondrial ribosomal protein L14		WAN008EZF_at
WAN008EZG_at	MTDH	Metadherin		WAN008EZG_at
WAN008EZJ_at	HNRPK	Heterogeneous nuclear ribonucleoprotein K		WAN008EZJ_at
WAN008EZL_at	DDI2	"DDI1, DNA-damage inducible 1, homolog 2 (S. cerevisiae)"		WAN008EZL_at
WAN008EZM_at	NA	WAN008EZM 10599A-B10		WAN008EZM_at
WAN008EZN_at	DNAJC15	"DnaJ (Hsp40) homolog, subfamily C, member 15"		WAN008EZN_at
WAN008EZO_at	NA	WAN008EZO 10599A-B12		WAN008EZO_at
WAN008EZR_at	NA	WAN008EZR 10599A-C03		WAN008EZR_at
WAN008EZS_at	NA	WAN008EZS 10599A-C04		WAN008EZS_at
WAN008EZV_at	KIF1B	Kinesin family member 1B		WAN008EZV_at
